file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,91,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,10
style.css,92,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,15
style.css,93,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,36
style.css,94,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,11
style.css,95,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,14
style.css,96,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,11
style.css,97,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,17
style.css,98,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,14
style.css,99,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,32
style.css,100,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,101,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,102,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,12
style.css,103,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,58
style.css,104,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,105,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,106,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,17
style.css,107,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,12
style.css,108,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,26
style.css,109,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,15
style.css,110,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,18
style.css,111,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,12
style.css,112,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,21
style.css,113,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,17
style.css,114,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,40
style.css,115,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,25
style.css,116,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,117,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,118,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,22
style.css,119,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,15
style.css,120,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,17
style.css,121,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,25
style.css,122,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,17
style.css,123,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,124,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,125,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,2
style.css,126,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,14
style.css,127,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,128,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,129,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,2
style.css,130,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,14
style.css,131,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,132,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,133,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,14
style.css,134,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,17
style.css,135,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,15
style.css,136,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,20
style.css,137,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,138,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,139,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,17
style.css,140,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,16
style.css,141,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,16
style.css,142,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,17
style.css,143,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,144,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,145,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,16
style.css,146,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,16
style.css,147,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,10
style.css,148,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,14
style.css,149,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,1,18
style.css,150,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,151,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,152,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,30
style.css,153,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,22
style.css,154,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,11
style.css,155,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,156,css,0ed5110a,John Wesley Delos Reyes Pabalate,2025-04-11,23:19:50,-07:00,2025-04-11T23:19:50-07:00,0,0
style.css,157,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,29
style.css,158,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,22
style.css,159,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,39
style.css,160,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,161,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,162,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,31
style.css,163,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,11
style.css,164,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,165,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,166,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,37
style.css,167,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,68
style.css,168,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,169,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,170,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,29
style.css,171,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,30
style.css,172,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,33
style.css,173,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,43
style.css,174,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,22
style.css,175,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,11
style.css,176,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,177,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,178,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,42
style.css,179,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,10
style.css,180,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,181,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,182,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,39
style.css,183,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,42
style.css,184,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,11
style.css,185,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,186,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,187,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,46
style.css,188,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,16
style.css,189,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,11
style.css,190,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,17
style.css,191,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,192,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,0
style.css,193,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,0,29
style.css,194,css,2beec35e,John Wesley Delos Reyes Pabalate,2025-04-18,22:40:17,-07:00,2025-04-18T22:40:17-07:00,1,34
